央 视,#genre#
吉林｜通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
吉林｜龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
吉林｜德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
吉林｜珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
吉林｜靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
吉林｜汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
黑龙江｜佳木斯新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
黑龙江｜齐齐哈尔新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
江苏｜如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江苏｜常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
江苏｜常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
黑龙江｜齐齐哈尔经济法制,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
江苏｜苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
江苏｜苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
江苏｜苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
江苏｜苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
黑龙江｜双鸭山综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
内蒙古｜巴彦淖尔新闻综合,http://mmitv.top/test/tianma.php?id=bynrzh
宁夏｜吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd
宁夏｜吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
青海｜综合,http://lmt.scqstv.com/live1/live1.m3u8
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海｜都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
青海｜都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海｜安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
青海｜门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
青海｜民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
江西｜卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
青海｜大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
青海｜兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
青海｜化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
山东｜烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
山东｜烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
山东｜烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
山东｜烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
山东｜烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
山西｜卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西｜卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759
山西｜经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西｜社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西｜文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西｜影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西｜黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
山西｜定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
山西｜晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
山西｜晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
山西｜灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
山西｜襄垣电视,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8?zshanxd
山西｜长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8?zshanxd
山西｜长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
四川｜科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川｜万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
四川｜乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
四川｜乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
四川｜乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川｜乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
四川｜卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
四川｜利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川｜利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
四川｜巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川｜康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
四川｜康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
四川｜康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
四川｜康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
四川｜松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
四川｜松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川｜汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川｜泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
四川｜汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
四川｜泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
四川｜泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川｜泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川｜泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川｜洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川｜泸州综合,http://lztv.gy315.com:18080/live/lztv.m3u8
四川｜营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
四川｜营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川｜蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd
四川｜金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川｜金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
四川｜长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
四川｜青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
四川｜马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
四川｜西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
四川｜黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
新疆｜奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
新疆｜奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆｜巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆｜巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
新疆｜巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆｜巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
天津｜卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225972/index.m3u8
新疆｜玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
云南｜文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
云南｜贡山,http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8
云南｜麻栗坡,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
云南｜麻栗坡,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
云南｜绥江综合,http://livebroadcast.ccwb.cn/live/w1615172384810938.m3u8?zyund
云南｜贡山综合,http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8?zyund
浙江｜钱江频道,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江｜经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
云南｜福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8?zyund
浙江｜教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江｜民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江｜公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江｜杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
浙江｜杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
浙江｜杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
浙江｜宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
浙江｜宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
浙江｜宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
浙江｜宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
浙江｜上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
浙江｜上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
浙江｜上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
浙江｜上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
浙江｜丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
浙江｜丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
浙江｜丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
浙江｜丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
浙江｜丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
浙江｜丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
浙江｜丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
浙江｜云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
浙江｜兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
浙江｜宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
浙江｜嵊州公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
浙江｜平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
浙江｜平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
浙江｜平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
浙江｜平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
浙江｜庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
浙江｜开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
浙江｜开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
浙江｜文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
浙江｜文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
浙江｜文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
浙江｜普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
浙江｜普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
浙江｜松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
浙江｜永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
浙江｜温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
浙江｜绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
浙江｜绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
浙江｜绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
浙江｜绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
浙江｜绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
浙江｜绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
浙江｜绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
浙江｜绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江｜绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
浙江｜缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
浙江｜苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
浙江｜苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
浙江｜萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
浙江｜萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
浙江｜萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
浙江｜萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
浙江｜衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
浙江｜衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
浙江｜衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
浙江｜衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
浙江｜诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
浙江｜遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
浙江｜金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
浙江｜金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
浙江｜青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
浙江｜龙泉公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
浙江｜龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
浙江｜龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
浙江｜龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
浙江｜龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
禹州公共,http://tvpull.dxhmt.cn/tv/11081-2.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8?zhend
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
信阳综合,https://push.xytv.cn/live/871627674812443875/index.m3u8
信阳文旅,https://push.xytv.cn/live/89071063957031153/index.m3u8
平桥频道,https://push.xytv.cn/live/5194987733687255654/index.m3u8
狮河频道,https://push.xytv.cn/live/8293182197258559187/index.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
横川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
商城综合,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8

北京新闻,http://61.48.31.231:1314/rtp/239.3.1.159:8000
北京新闻,http://123.116.138.34:4022/rtp/239.3.1.159:8000
北京新闻,http://123.122.162.222:19999/rtp/239.3.1.159:8000
北京财经,http://61.48.31.231:1314/rtp/239.3.1.116:8000
北京财经,http://123.116.138.34:4022/rtp/239.3.1.116:8000
北京财经,http://123.122.162.222:19999/rtp/239.3.1.116:8000
北京纪实科教,http://61.48.31.231:1314/rtp/239.3.1.115:8000
北京纪实科教,http://123.116.138.34:4022/rtp/239.3.1.115:8000
北京纪实科教http://123.122.162.222:19999/rtp/239.3.1.115:8000
北京纪实科教,https://cdn2.jdshipin.com/api/bst2.php?id=bjjskj
北京生活,http://61.48.31.231:1314/rtp/239.3.1.117:8000
北京生活,http://123.116.138.34:4022/rtp/239.3.1.117:8000
北京生活,http://123.122.162.222:19999/rtp/239.3.1.117:8000
北京少儿,http://61.48.31.231:1314/rtp/239.3.1.189:8000
北京少儿,http://123.116.138.34:4022/rtp/239.3.1.189:8000
北京少儿,http://118.254.158.105:8888/udp/239.76.254.81:9000
北京影视,http://61.48.31.231:1314/rtp/239.3.1.158:8000
北京影视,http://123.116.138.34:4022/rtp/239.3.1.158:8000
北京影视,http://123.122.162.222:19999/rtp/239.3.1.158:8000
北京文艺,http://61.48.31.231:1314/rtp/239.3.1.242:8000
北京文艺,http://123.116.138.34:4022/rtp/239.3.1.242:8000
北京文艺,http://123.122.162.222:19999/rtp/239.3.1.242:8000
北京国际,http://61.48.31.231:1314/rtp/239.3.1.235:8000
北京国际,http://123.116.138.34:4022/rtp/239.3.1.235:8000
北京国际,http://123.122.162.222:19999/rtp/239.3.1.235:8000
北京体育休闲,http://61.48.31.231:1314/rtp/239.3.1.243:8000
北京体育休闲,http://123.116.138.34:4022/rtp/239.3.1.243:8000
北京体育休闲,http://123.122.162.222:19999/rtp/239.3.1.243:8000
北京石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8?zbeid
北京房山无线,http://live.funhillrm.com/2/sd/live.m3u8?zbeid

上海新闻综合,http://124.77.253.93:4022/udp/239.45.3.209:5140
上海新闻综合,http://116.234.68.114:5002/udp/239.45.3.209:5140
上海新闻综合,http://101.93.223.139:8888/udp/239.45.3.209:5140
上海都市,http://124.77.253.93:4022/udp/239.45.3.236:5140
上海都市,http://116.234.68.114:5002/udp/239.45.3.236:5140
上海都市,http://101.93.223.139:8888/udp/239.45.3.236:5140
第一财经,http://124.77.253.93:4022/udp/239.45.3.211:5140
第一财经,http://116.234.68.114:5002/udp/239.45.3.211:5140
第一财经,http://101.93.223.139:8888/udp/239.45.3.211:5140
东方影视,http://124.77.253.93:4022/udp/239.45.3.237:5140
东方影视,http://116.234.68.114:5002/udp/239.45.3.237:5140
东方影视,http://101.93.223.139:8888/udp/239.45.3.237:5140
哈哈炫动,http://124.77.253.93:4022/udp/239.45.1.55:5140
哈哈炫动,http://116.234.68.114:5002/udp/239.45.1.55:5140
哈哈炫动,http://101.93.223.139:8888/udp/239.45.1.55:5140
五星体育,http://124.77.253.93:4022/udp/239.45.3.210:5140
五星体育,http://116.234.68.114:5002/udp/239.45.3.210:5140
五星体育,http://101.93.223.139:8888/udp/239.45.3.210:5140
上视外语,http://124.77.253.93:4022/udp/239.45.1.127:5140
上视外语,http://116.234.68.114:5002/udp/239.45.1.127:5140
上视外语,http://101.93.223.139:8888/udp/239.45.1.127:5140

重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
重庆万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8

安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
安徽固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
安徽宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
安徽宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
安徽宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8

河北经济生活,http://itms.xznet.org:41097/rtp/239.254.200.18:6000
河北经济生活,http://111.227.237.82:4022/rtp/239.254.200.18:6000
河北经济生活,http://120.4.2.214:4000/rtp/239.253.92.171:6001
河北经济生活,http://121.25.140.33:8888/rtp/239.253.92.171:6001
河北都市,http://itms.xznet.org:41097/rtp/239.254.200.19:6000
河北都市,http://111.227.237.82:4022/rtp/239.254.200.19:6000
河北都市,http://120.4.2.214:4000/rtp/239.253.92.172:6002
河北都市,http://121.25.140.33:8888/rtp/239.253.92.172:6002
河北影视剧,http://itms.xznet.org:41097/rtp/239.254.200.20:6000
河北影视剧,http://111.227.237.82:4022/rtp/239.254.200.20:6000
河北影视剧,http://120.4.2.214:4000/rtp/239.253.92.173:6003
河北影视剧,http://121.25.140.33:8888/rtp/239.253.92.173:6003
河北少儿科教,http://itms.xznet.org:41097/rtp/239.254.200.21:6000
河北少儿科教,http://111.227.237.82:4022/rtp/239.254.200.21:6000
河北少儿科教,http://120.4.2.214:4000/rtp/239.253.92.174:6004
